issue_year,matured,n,auc,average_precision,base_rate,brier,ece,mean_predicted,observed_rate
2014,False,60533,0.6949530504597075,0.5061578541496528,0.3113508334296995,0.1937120297272577,0.026368642592380375,0.2996094899702822,0.3113508334296995
2014,True,162570,0.7229609635271654,0.3050613427011303,0.13726394783785445,0.10896224739356512,0.013309661445011455,0.13604360210988561,0.13726394783785445
2015,False,92520,0.6750754937905916,0.5212747915968908,0.36394293125810634,0.21532742674340244,0.05942689452869281,0.30466859305250554,0.36394293125810634
2015,True,283026,0.6969683953453013,0.27562487013767534,0.14886264866125373,0.1190869492243084,0.017487909532416638,0.1313747391288371,0.14886264866125373
