feature_set,valid,auc,average_precision,base_rate,brier,ece,mean_predicted,observed_rate
full,True,0.7243375225798409,0.3943316135005595,0.19965015386292573,0.14272379048602055,0.0019684997371455823,0.19996433992270135,0.19965015386292573
full_leaky,False,0.9994743297363947,0.9987499139897864,0.19965015386292573,0.0026661090880787616,0.0031879612833152888,0.19938009561283887,0.19965015386292573
